Competition,Match,Date,Start Time,Innings,Over,Ball,Innings Ball,Batter,Batter ID,Bowler,Bowler ID,Runs,Extra Runs,Bowler Extra Runs,Extra,Penalty Runs,Runs Awarded To,Penalty,Ball Outcome,Line,Length,Shot,Feet,Secondary Feet,Connection,Delivery,Speed,Appeal Type,On-Field Decision,Referral Decision,Wicket,Dismissed Batter,FieldX,FieldY,ArrivalX,ArrivalY,Events,User Events,Around the Wicket,Keeper Up,Fielder1,Fielder1 Events,Fielder1 Position,Fielder2,Fielder2 Events,Fielder2 Position,Fielder3,Fielder3 Events,Fielder3 Position,Fielder4,Fielder4 Events,Fielder4 Position,Batting Hand,Bowler Type,Timestamp,Runs Saved or Lost,Toss Won By,Toss Decision,Ground End,Non-Striker,Non-Striker ID,Team Runs,Team Wickets,Batting Position,Power Play,Day,Session,Pitch Number,Umpire,Result,Winning Team,Losing Team,Batting Team,Bowling Team,Venue,North Boundary,South Boundary,East Boundary,West Boundary,User,Analysis Key Moment,Video Key Moment,Breaks,Temperature C,Humidity,Pressure hPa,Legal Ball,Actual Ball,Free Hit,Partnership Number,Cumulative Batter Balls,Cumulative Batter Runs,Bowling Spell,Bowling Over In Spell,Batter Coming In Over,Run Rate At Start,Run Rate After,Req Run Rate At Start,Req Run Rate After,PitchX,PitchY,ReleaseX,ReleaseY,ReleaseZ,BounceSpeed,StumpSpeed,DropSpeed,ImpactX,ImpactY,ImpactZ,LandingX,LandingY,Deviation,SwingAngle,DropAngle,BounceAngle,ReleaseAngle,ReleaseAccelerationY,ReleaseAccelerationZ,PastX,PastY,PastZ,Speed Radar,Speed External,Analyst Pitch Length,Analyst Pitch Line,External PitchX,External PitchY,Analyst Arrival Line,Analyst Arrival Height,Ball Type,Ball Colour,Pitchside Fielder 1 X,Pitchside Fielder 1 Y,Pitchside Fielder 2 X,Pitchside Fielder 2 Y,Pitchside Fielder 3 X,Pitchside Fielder 3 Y,Pitchside Fielder 4 X,Pitchside Fielder 4 Y,Pitchside Fielder 5 X,Pitchside Fielder 5 Y,Pitchside Fielder 6 X,Pitchside Fielder 6 Y,Pitchside Fielder 7 X,Pitchside Fielder 7 Y,Pitchside Fielder 8 X,Pitchside Fielder 8 Y,Pitchside Fielder 9 X,Pitchside Fielder 9 Y
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,8,1,43,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,3,0,0,,,,,,Leg Wide,Full,Sweep,Front Foot,,Mis-timed,No Turn,,,,,,,233,26,62.10943396226435,25.63516118598369,"Around the Wicket,Keeper Up",,Yes,Yes,AB Wheeler,"Ground Field - Hard,Dive Stop,Runs Saved",Square Leg,,,,,,,,,,RHB,LOB,20250608 14:56:36.883,1,Worcestershire Rapids Women,Bowl,New Road,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,51,2,4,,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,1,No,3,6,12,1,4,6,6.86,7.12,,,2.765,0.310,,,,,,,,,,,,,,,,,,,,,,,,2.765,0.310,,,0.5400820344544726,0.22291444509551037,Newbery,White,320.12141,234.92011,245.21734,167.43981,134.93272,202.08415,211.92515,333.92971,231.85935,222.60488,166.17419,114.10011,150.00000,240.00000,118.95695,142.70928,22.42554,183.10968
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,8,2,44,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,4,0,0,,,,,,Leg,Length,Sweep,Front Foot,,Middled,No Turn,,,,,,,265,31,58.54716981132083,55.07981886792439,"Around the Wicket,Keeper Up",,Yes,Yes,,,,,,,,,,,,,RHB,LOB,20250608 14:57:44.653,0,Worcestershire Rapids Women,Bowl,New Road,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,55,2,3,,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,2,No,3,13,9,1,4,4,7.12,7.50,,,4.654,0.084,,,,,,,,,,,,,,,,,,,,,,,,4.654,0.084,,,0.5091058244462681,0.47895494667760335,Newbery,White,207.26359,110.78380,241.86338,165.20339,152.38586,103.66348,211.92515,333.92971,150.00000,240.00000,118.95695,142.70928,107.01874,170.80936,134.93272,202.08415,311.17755,241.25664
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,8,3,45,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,4,0,0,,,,,,Line,Length,Reverse Sweep,Back Foot,,Middled,Turn Away,,,,,,,100,18,-10.916981132075307,76.49411536388124,"Around the Wicket,Keeper Up",,Yes,Yes,,,,,,,,,,,,,RHB,LOB,20250608 14:58:27.48,0,Worcestershire Rapids Women,Bowl,New Road,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,59,2,3,,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,3,No,3,14,13,1,4,4,7.50,7.87,,,4.632,-0.191,,,,,,,,,,,,,,,,,,,,,,,,4.632,-0.191,,,-0.09493027071369832,0.665166220555489,Newbery,White,241.86338,165.20339,207.26359,110.78380,134.93272,202.08415,311.17755,241.25664,211.92515,333.92971,107.01874,170.80936,150.00000,240.00000,140.08826,113.35464,118.95695,142.70928
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,8,4,46,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,1,0,0,,,,,,Line,Full,On Side Drive,Front Foot,,Middled,No Turn,,,,,,,225,310,-42.97735849056585,32.32712884097026,"Around the Wicket,Keeper Up",,Yes,Yes,PJ Brett,"Ground Field ",Long On,,,,,,,,,,RHB,LOB,20250608 14:58:27.557,0,Worcestershire Rapids Women,Bowl,New Road,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,60,2,3,,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,4,No,3,15,14,1,4,4,7.87,7.83,,,3.327,-0.226,,,,,,,,,,,,,,,,,,,,,,,,3.327,-0.226,,,-0.3737161607875291,0.2811054681823501,Newbery,White,134.93272,202.08415,107.01874,170.80936,118.95695,142.70928,241.86338,165.20339,207.26359,110.78380,226.08621,329.08413,140.08826,113.35464,150.00000,240.00000,311.17755,241.25664
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,8,5,47,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,4,0,0,,,,,,Line,Full,Off Side Drive,Front Foot,,Middled,No Turn,,,,,,,76,315,-34.071698113207276,24.296767654986326,"Around the Wicket,Keeper Up",,Yes,Yes,,,,,,,,,,,,,RHB,LOB,20250608 14:59:22.91,0,Worcestershire Rapids Women,Bowl,New Road,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,64,2,4,,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,5,No,3,7,16,1,4,6,7.83,8.17,,,2.089,-0.208,,,,,,,,,,,,,,,,,,,,,,,,2.089,-0.208,,,-0.2962756357670198,0.21127624047814197,Newbery,White,118.95695,142.70928,211.92515,333.92971,134.93272,202.08415,166.17419,114.10011,320.12141,234.92011,231.85935,222.60488,22.42554,183.10968,245.21734,167.43981,150.00000,240.00000
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,8,6,48,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,0,0,0,,,,,,Line,Length,Back Defence,Back Foot,,Mis-timed,Turn Away,,,,,,,208,210,-10.916981132075307,76.49411536388124,"Around the Wicket,Keeper Up",,Yes,Yes,CK Boycott,"Ground Field ",Mid Wicket,,,,,,,,,,RHB,LOB,20250608 14:59:22.957,0,Worcestershire Rapids Women,Bowl,New Road,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,64,2,4,,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,6,No,3,8,16,1,4,6,8.17,8.00,,,4.789,-0.191,,,,,,,,,,,,,,,,,,,,,,,,4.789,-0.191,,,-0.09493027071369832,0.665166220555489,Newbery,White,320.12141,234.92011,118.95695,142.70928,166.17419,114.10011,134.93272,202.08415,150.00000,240.00000,211.92515,333.92971,22.42554,183.10968,245.21734,167.43981,231.85935,222.60488
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,9,1,49,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,0,0,0,,,,,,Off,Back Of Length,Back Defence,Back Foot,,Bat Pad,In Swinger,,,,,,,162,159,-30.50943396226421,83.18608301886772,,,No,No,OK Gough,"Ground Field ",Wicketkeeper,,,,,,,,,,RHB,RM,20250608 15:00:12.623,0,Worcestershire Rapids Women,Bowl,Diglis,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,64,2,3,,1,1,14,L Spragg,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,1,No,3,16,14,1,3,4,8.00,7.84,,,7.194,-0.459,,,,,,,,,,,,,,,,,,,,,,,,7.194,-0.459,,,-0.2652994257588192,0.723357243642328,Newbery,White,268.00693,42.57293,107.01874,170.80936,119.70227,129.66348,197.01884,247.08200,241.86338,165.20339,232.91945,212.55589,134.93272,202.08415,115.12007,22.03408,150.00000,240.00000
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,9,2,50,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,3,0,0,,,,,,Off Wide,Full,Off Side Drive,Front Foot,,Middled,In Swinger,,,,,,,36,165,-103.53584905660364,24.296767654986326,,,No,No,GM Davies,"Ground Field ",Backward Point,,,,,,,,,,RHB,RM,20250608 15:00:44.88,0,Worcestershire Rapids Women,Bowl,Diglis,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,67,2,3,,1,1,14,L Spragg,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,2,No,3,17,17,1,3,4,7.84,8.04,,,2.640,-0.728,,,,,,,,,,,,,,,,,,,,,,,,2.640,-0.728,,,-0.9003117309269881,0.21127624047814197,Newbery,White,268.00693,42.57293,134.93272,202.08415,241.86338,165.20339,115.12007,22.03408,107.01874,170.80936,150.00000,240.00000,197.01884,247.08200,119.70227,129.66348,232.91945,212.55589
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,9,3,51,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,1,0,0,,,,,,Line,Full,On Side Drive,Front Foot,,Middled,In Swinger,,,,,,,195,300,3.3320754716983174,32.32712884097026,,,No,No,FC Bertwistle,"Dive Miss,Support",Mid Off,AB Wheeler,"Ground Field ",,,,,,,,RHB,RM,20250608 15:01:23.383,0,Worcestershire Rapids Women,Bowl,Diglis,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,68,2,4,,1,1,14,L Spragg,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,3,No,3,9,17,1,3,6,8.04,8.00,,,4.058,-0.167,,,,,,,,,,,,,,,,,,,,,,,,4.058,-0.167,,,0.028974569319115805,0.2811054681823501,Newbery,White,197.01884,247.08200,119.70227,129.66348,107.01874,170.80936,241.86338,165.20339,134.93272,202.08415,268.00693,42.57293,115.12007,22.03408,232.91945,212.55589,150.00000,240.00000
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,9,4,52,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,1,0,0,,,,,,Off,Back Of Length,Pull,Back Foot,,Top Edge,In Swinger,,,,,,,141,64,-5.573584905660255,100.58519892183278,"In Air,Poor Shot Execution",,No,No,PJ Brett,"Ground Field ",Third Man,,,,,,,,,,RHB,RM,20250608 15:01:56.917,0,Worcestershire Rapids Women,Bowl,Diglis,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,69,2,3,,1,1,14,L Spragg,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,4,No,3,18,18,1,3,4,8.00,7.96,,,7.802,-0.358,,,,,,,,,,,,,,,,,,,,,,,,7.802,-0.358,,,-0.04846595570139352,0.8746539036681111,Newbery,White,150.00000,240.00000,197.01884,247.08200,241.86338,165.20339,268.00693,42.57293,134.93272,202.08415,107.01874,170.80936,115.12007,22.03408,232.91945,212.55589,119.70227,129.66348
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,9,5,53,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,0,0,0,,,,,,Off Wide,Length,Off Side Drive,Back Foot,,Mis-timed,In Swinger,,,,,,,132,195,-75.03773584905662,52.40303180592977,,,No,No,BLJ Gillgrass,"Ground Field ",Extra Cover,,,,,,,,,,RHB,RM,20250608 15:02:27.277,0,Worcestershire Rapids Women,Bowl,Diglis,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,69,2,4,,1,1,14,L Spragg,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,5,No,3,10,17,1,3,6,7.96,7.81,,,5.588,-0.728,,,,,,,,,,,,,,,,,,,,,,,,5.588,-0.728,,,-0.6525020508613619,0.45567853744286757,Newbery,White,115.12007,22.03408,197.01884,247.08200,241.86338,165.20339,107.01874,170.80936,268.00693,42.57293,134.93272,202.08415,232.91945,212.55589,119.70227,129.66348,150.00000,240.00000
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,9,6,54,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,1,0,0,,,,,,Off Wide,Back Of Length,Off Side Drive,Back Foot,,Thick Edge,In Swinger,,,,,,,129,44,-73.25660377358463,83.18608301886772,,,No,No,PJ Brett,"Ground Field ",Third Man,,,,,,,,,,RHB,RM,20250608 15:02:59.327,0,Worcestershire Rapids Women,Bowl,Diglis,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,70,2,4,,1,1,14,L Spragg,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,6,No,3,11,18,1,3,6,7.81,7.78,,,7.149,-0.620,,,,,,,,,,,,,,,,,,,,,,,,7.149,-0.620,,,-0.6370139458572577,0.723357243642328,Newbery,White,115.12007,22.03408,107.01874,170.80936,197.01884,247.08200,232.91945,212.55589,134.93272,202.08415,241.86338,165.20339,150.00000,240.00000,119.70227,129.66348,268.00693,42.57293
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,10,1,55,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,FC Bertwistle,cb366473-3546-45e5-88a3-6ec847c27a42,0,1,1,Wide,,,,,Leg,Length,Leg Glance,Back Foot,,Missed,No Turn,,,,,,,174,149,79.92075471698126,56.41821239892164,Keeper Up,,No,Yes,OK Gough,"Ground Field ",Wicketkeeper,,,,,,,,,,RHB,LOB,20250608 15:04:08.287,0,Worcestershire Rapids Women,Bowl,New Road,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,71,2,4,,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,No,1,No,3,11,18,1,1,6,7.78,7.89,,,4.406,0.126,,,,,,,,,,,,,,,,,,,,,,,,4.406,0.126,,,0.6949630844954893,0.4905931512949708,Newbery,White,231.85935,222.60488,320.12141,234.92011,166.17419,114.10011,328.32005,147.68476,22.42554,183.10968,134.93272,202.08415,118.95695,142.70928,150.00000,240.00000,196.64621,242.23642
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,10,2,55,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,FC Bertwistle,cb366473-3546-45e5-88a3-6ec847c27a42,0,0,0,,,,,,Line,Full,On Side Drive,Front Foot,,Middled,No Turn,,,,,,,172,188,3.3320754716983174,26.973554716981027,Keeper Up,,No,Yes,FC Bertwistle,"Ground Field ",Bowler,,,,,,,,,,RHB,LOB,20250608 15:04:51.267,0,Worcestershire Rapids Women,Bowl,New Road,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,71,2,4,,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,1,No,3,12,18,1,1,6,7.89,7.75,,,3.778,-0.155,,,,,,,,,,,,,,,,,,,,,,,,3.778,-0.155,,,0.028974569319115805,0.2345526497128785,Newbery,White,22.42554,183.10968,118.95695,142.70928,150.00000,240.00000,134.93272,202.08415,166.17419,114.10011,328.32005,147.68476,231.85935,222.60488,320.12141,234.92011,196.64621,242.23642
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,10,3,56,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,FC Bertwistle,cb366473-3546-45e5-88a3-6ec847c27a42,2,0,0,,,,,,Leg,Back Of Length,Pull,Back Foot,,Middled,Turn Away,,,,,,,315,194,26.486792452830286,65.78696711590285,Keeper Up,,No,Yes,PL Davies,"Ground Field ",Deep Square Leg,,,,,,,,,,RHB,LOB,20250608 15:05:02.773,0,Worcestershire Rapids Women,Bowl,New Road,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,73,2,4,,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,2,No,3,13,20,1,1,6,7.75,7.82,,,5.239,0.126,,,,,,,,,,,,,,,,,,,,,,,,5.239,0.126,,,0.23031993437243728,0.5720605836165465,Newbery,White,22.42554,183.10968,328.32005,147.68476,196.64621,242.23642,118.95695,142.70928,320.12141,234.92011,231.85935,222.60488,150.00000,240.00000,166.17419,114.10011,134.93272,202.08415
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,10,4,57,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,FC Bertwistle,cb366473-3546-45e5-88a3-6ec847c27a42,0,0,0,,,,,,Line,Length,Off Side Drive,Front Foot,,Missed,Turn Away,,,,,Stumped,AD Kemp,164,140,-46.53962264150914,93.89323126684627,"Appeal,Keeper Up,Play and Miss",,No,Yes,OK Gough,"Ground Field ,Stumping Chance - Medium,Stumping",Wicketkeeper,,,,,,,,,,RHB,LOB,20250608 15:05:51.853,0,Worcestershire Rapids Women,Bowl,New Road,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,73,3,4,,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,3,No,3,14,20,1,1,6,7.82,7.68,,,4.316,-0.226,,,,,,,,,,,,,,,,,,,,,,,,4.316,-0.226,,,-0.40469237079573167,0.8164628805812719,Newbery,White,22.42554,183.10968,328.32005,147.68476,166.17419,114.10011,150.00000,240.00000,320.12141,234.92011,196.64621,242.23642,231.85935,222.60488,118.95695,142.70928,134.93272,202.08415
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,10,5,58,KE Speed,67c42011-110d-4aef-bbcf-c0374bed04ca,FC Bertwistle,cb366473-3546-45e5-88a3-6ec847c27a42,0,0,0,,,,,,Line,Back Of Length,Back Defence,Back Foot,,Mis-timed,Turn Away,,,,,,,141,122,-14.479245283018827,107.27716657681927,Keeper Up,,No,Yes,GM Davies,"Ground Field ",Gully,,,,,,,,,,RHB,LOB,20250608 15:06:08.36,0,Worcestershire Rapids Women,Bowl,New Road,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,73,3,5,,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,4,No,4,1,0,1,1,10,7.68,7.55,,,5.149,-0.185,,,,,,,,,,,,,,,,,,,,,,,,5.149,-0.185,,,-0.12590648072190283,0.9328449267549501,Newbery,White,231.85935,222.60488,134.93272,202.08415,166.17419,114.10011,196.64621,242.23642,150.00000,240.00000,126.03746,129.66348,328.32005,147.68476,22.42554,183.10968,320.12141,234.92011
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,10,6,59,KE Speed,67c42011-110d-4aef-bbcf-c0374bed04ca,FC Bertwistle,cb366473-3546-45e5-88a3-6ec847c27a42,0,0,0,,,,,,Line,Length,Back Defence,Back Foot,,Mis-timed,No Turn,,,,,,,125,162,-51.88301886792419,36.34230943396207,"Around the Wicket,Keeper Up",,Yes,Yes,RE Davis,"Ground Field ",Point,,,,,,,,,,RHB,LOB,20250608 15:07:30.6,0,Worcestershire Rapids Women,Bowl,New Road,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,73,3,5,,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,5,No,4,2,0,1,1,10,7.55,7.42,,,4.767,-0.179,,,,,,,,,,,,,,,,,,,,,,,,4.767,-0.179,,,-0.4511566858080365,0.3160200820344528,Newbery,White,196.64621,242.23642,150.00000,240.00000,166.17419,114.10011,328.32005,147.68476,110.00012,178.26409,126.03746,129.66348,231.85935,222.60488,320.12141,234.92011,134.93272,202.08415
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,10,7,60,KE Speed,67c42011-110d-4aef-bbcf-c0374bed04ca,FC Bertwistle,cb366473-3546-45e5-88a3-6ec847c27a42,0,0,0,,,,,,Leg,Full,Off Side Drive,Front Foot,,Middled,No Turn,,,,,,,155,242,3.3320754716983174,20.281587061994458,"Around the Wicket,Keeper Up",,Yes,Yes,JD Beach,"Ground Field ",Mid Off,,,,,,,,,,RHB,LOB,20250608 15:07:49.023,0,Worcestershire Rapids Women,Bowl,New Road,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,73,3,5,,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,6,No,4,3,0,1,1,10,7.42,7.30,,,3.046,0.000,,,,,,,,,,,,,,,,,,,,,,,,3.046,0.000,,,0.028974569319115805,0.17636162662603877,Newbery,White,231.85935,222.60488,196.64621,242.23642,320.12141,234.92011,328.32005,147.68476,166.17419,114.10011,134.93272,202.08415,150.00000,240.00000,126.03746,129.66348,110.00012,178.26409
